cor;time;raccoons_bought
55.762718 37.679071;442237457;4
55.64727 37.671974;442274186;3
55.699578 37.571282;441961519;1
55.800726 37.554933;442105041;2
55.737806 37.593911;441865868;3
55.705569 37.603047;442104764;2
55.673935 37.612892;442320722;1
55.869698 37.46714;442320788;5
55.668894 37.577714;442360965;4
55.83028 37.404815;442123984;2
55.694743 37.794055;442293922;5
55.70212 37.57183;441772642;1
55.666431 37.575343;442348010;5
55.76442 37.679457;441980071;3
55.8023 37.459092;442167734;4
55.718851 37.779835;442325017;4
55.759106 37.548788;442126518;3
55.73586 37.627023;441975052;3
55.783084 37.60187;442085068;4
55.809378 37.51565;442199075;5
55.673818 37.598106;442024724;0
55.816303 37.574363;442266565;0
55.871203 37.51953;442220611;0
55.775925 37.594019;441859972;3
55.811619 37.650109;442294828;5
55.754704 37.713342;442123693;18
55.700923 37.542644;442146583;1
55.775348 37.54736;442301782;0
55.78403 37.610727;442172025;1
55.753443 37.636284;442256794;276
55.763012 37.683347;442057037;2
55.807015 37.622315;441902365;0
55.802528 37.463907;441844856;3
55.754704 37.713342;442367568;3
55.724728 37.561913;442280586;1
55.793657 37.465056;442158114;1
55.728358 37.63517;442265390;5
55.705184 37.569207;441880403;4
55.645796 37.508975;442056782;5
55.761852 37.709713;441807545;0
55.693145 37.546525;441987192;5
55.753691 37.708671;441971964;4
55.781119 37.516269;441982271;3
55.716336 37.521731;442354849;5
55.806241 37.652741;441798886;3
55.705346 37.518066;441899550;1
55.739868 37.530301;441902511;3
55.746056 37.593542;442154719;2
55.747601 37.590246;442082037;2
55.713679 37.831704;441985025;2
55.789461 37.593273;442136119;0
55.751918 37.64922;441996824;4
55.705184 37.569207;441966462;0
55.673935 37.612892;442127793;1
55.739671 37.621408;441861794;0
55.713654 37.592285;442209580;3
55.658743 37.541243;442062897;2
55.720626 37.725361;441986985;4
55.798971 37.806524;441828468;2
55.661917 37.602436;442245754;4
55.764131 37.631541;441857768;3
55.811143 37.804305;442287581;3
55.717726 37.686734;442262671;1
55.871203 37.51953;442051891;5
55.774593 37.629277;442356169;0
55.758772 37.648959;442157092;5
55.70494 37.569791;441903240;5
55.793308 37.591279;441995827;5
55.837373 37.551564;442260754;4
55.766243 37.663333;442215486;3
55.721539 37.672118;442138107;4
55.798743 37.44921;442174950;4
55.807041 37.660961;441884021;0
55.787371 37.62713;441844762;5
55.749876 37.754071;441882522;1
55.650764 37.539131;441864781;2
55.756457 37.610691;442049238;3
55.756791 37.648528;442153348;3
55.669021 37.481576;441944706;3
55.853976 37.569351;442292067;82
55.791709 37.651538;441865168;4
55.65849 37.606092;442117136;1
55.801364 37.477085;442209570;5
55.753691 37.708671;442026345;3
55.75517 37.715444;442201165;5
55.738571 37.618749;442215010;2
55.624179 37.514302;442052361;2
55.744272 37.589617;442328859;1
55.705676 37.611796;442000363;0
55.658743 37.541243;442092217;1
55.738571 37.618749;442056236;1
55.754547 37.598178;441871464;4
55.748665 37.695025;442187243;5
55.753443 37.636284;442192980;2
55.624179 37.514302;442244781;3
55.700217 37.529304;441910182;4
55.745245 37.670771;442333817;4
55.680037 37.757278;441953695;5
55.753534 37.698277;441966259;4
55.830624 37.59966;441829292;5
55.72167 37.779233;441921534;5
55.811143 37.804305;442015855;312
55.668894 37.577714;442290559;0
55.771727 37.597953;442042311;0
55.645131 37.487892;441927912;4
55.741612 37.577651;442218832;0
55.785392 37.628747;442064262;4
55.673935 37.612892;442120406;2
55.70386 37.524758;442204390;1
55.744992 37.510152;441830593;3
55.757121 37.378225;441965989;1
55.858205 37.43357;442241636;1
55.727212 37.583598;442170101;3
55.765974 37.684596;442349404;1
55.801688 37.45319;441968641;2
55.719911 37.86531;441874727;3
55.74937 37.640911;442279560;4
55.836833 37.551959;441925268;5
55.830761 37.677894;442247833;0
55.733619 37.661275;441923860;0
55.726026 37.778595;442285112;1
55.781534 37.714483;441841100;2
55.77797 37.631631;441920300;5
55.777611 37.723062;441906478;1
55.757121 37.378225;442050478;5
55.757982 37.715507;442203984;4
55.743634 37.610107;441787748;0
55.765691 37.651223;441845222;1
55.656158 37.607969;442208335;2
55.825391 37.423375;442286750;1
55.688969 37.572621;441812727;2
55.791025 37.464419;442336382;4
55.803292 37.460008;442150431;0
55.656052 37.612039;442352540;5
55.660663 37.521542;442258414;4
55.760464 37.608859;442201141;5
55.752121 37.648259;441956131;2
55.764577 37.710683;442190020;5
55.722512 37.772918;442108596;4
55.7004 37.492419;442019663;3
55.713212 37.589877;442319096;1
55.871203 37.51953;442229956;2
55.818877 37.618354;441774820;4
55.786764 37.653819;442350742;4
55.798854 37.450055;442198429;2
55.813374 37.478881;442111326;5
55.744992 37.510152;442341332;2
55.6657 37.488556;441863519;3
55.656407 37.553361;441989489;2
55.681767 37.516575;442219536;3
55.801364 37.477085;442347957;2
55.814467 37.592455;441970209;1
55.663644 37.527723;442062570;0
55.654376 37.554618;442295972;2
55.799092 37.452157;441777024;1
55.762277 37.568165;441892025;2
55.623402 37.668848;441934891;3
55.649865 37.672343;441991223;1
55.72167 37.779233;442245509;1
55.703373 37.523582;442046987;5
55.798166 37.452785;442078537;0
55.797837 37.452606;442157392;0
55.697919 37.535628;441892014;0
55.688969 37.572621;442248238;1
55.76684 37.64348;442200163;1
55.809378 37.51565;441802095;1
55.822979 37.526726;442284312;0
55.680037 37.757278;442096190;4
55.705676 37.611796;442253855;4
55.650764 37.539131;442193424;2
55.755368 37.646471;442280924;2
55.809378 37.51565;441878848;0
55.647275 37.508715;442054421;4
55.68534 37.55116;441873519;1
55.695403 37.567123;442294880;0
55.708699 37.567734;442260412;2
55.809378 37.51565;441825816;2
55.78649 37.628694;441955410;3
55.767767 37.646166;442151019;30
55.664324 37.488062;441969534;1
55.64634 37.507475;441927292;1
55.81781 37.706577;441845589;0
55.763579 37.623798;442269138;4
55.798384 37.580589;442142983;1
55.647163 37.669513;442007011;1
55.793809 37.461688;442139499;2
55.803408 37.461068;441887502;0
55.697919 37.535628;442017468;1
55.732996 37.698654;441892889;0
55.665741 37.620312;442192683;2
55.792761 37.761456;441828016;5
55.763554 37.616629;441841864;2
55.698767 37.579196;441824269;1
55.642972 37.674472;441996764;2
55.785665 37.629053;442068994;0
55.645796 37.545959;442208783;2
55.662136 37.547046;441801044;0
55.729321 37.60911;442231398;1
55.680133 37.571516;442099249;0
55.705346 37.518066;441907449;3
55.666431 37.575343;442342053;3
55.764131 37.631541;442062903;3
55.786678 37.62713;442340333;0
55.732327 37.582296;441996163;3
55.649865 37.672343;442338549;0
55.77633 37.738234;441832200;0
55.734187 37.569791;441860498;0
55.797807 37.454016;442269861;0
55.766243 37.663333;441904713;188
55.657499 37.645214;442164787;1
55.77032 37.661446;442351839;2
55.70494 37.569791;441792967;3
55.751918 37.64922;441973404;5
55.73477 37.614841;442032743;4
55.768907 37.674597;442232402;5
55.647823 37.671139;442036272;2
55.860282 37.658437;441962724;4
55.766557 37.648762;441794304;5
55.782537 37.604017;441893394;2
55.65849 37.606092;441810052;0
55.792478 37.473761;442159264;3
55.713654 37.592285;441850782;1
55.753575 37.605553;442012356;3
55.738313 37.622046;442005924;0
55.662506 37.604753;442313993;3
55.784045 37.584748;442255014;1
55.801501 37.457573;441804704;2
55.832894 37.4266;442121222;120
55.791349 37.590937;441946990;4
55.844106 37.571435;442011297;0
55.660084 37.520752;442129774;5
55.812676 37.518003;442233822;4
55.705184 37.569207;441822134;1
55.660663 37.521542;441815703;2
55.758595 37.64834;441830258;4
55.687035 37.552957;441916777;0
55.619284 37.609919;442334192;4
55.73477 37.614841;441856542;4
55.715302 37.696489;441940875;2
55.740852 37.593435;442166523;1
55.676697 37.576483;441946600;3
55.708694 37.751349;441876873;1
55.798971 37.806524;442239273;2
55.80145 37.461427;441998678;134
55.764642 37.677373;442262015;2
55.783362 37.603604;441992455;4
55.666431 37.575343;442320938;1
55.734501 37.580068;442085095;1
55.757982 37.715507;441879208;4
55.657149 37.539302;442288464;5
55.694769 37.564383;442216055;4
55.647386 37.67157;442030850;0
55.564246 37.599004;442308113;5
55.763822 37.612865;441935977;1
55.801364 37.477085;442169682;5
55.67691 37.585359;442288777;5
55.655097 37.533652;441802158;1
55.753575 37.605553;442330865;1
55.855558 37.408705;441797213;5
55.791491 37.459909;441798932;0
55.76331 37.586706;441773832;219
55.738475 37.624741;442000359;1
55.784708 37.628163;442104371;5
55.765974 37.684596;441818409;5
55.704666 37.568129;441804540;1
55.675961 37.571255;442345020;2
55.786308 37.695187;442122222;1
55.662506 37.604753;442338059;2
55.697919 37.535628;441915201;0
55.743355 37.665587;442103211;2
55.695758 37.565147;442055524;2
55.795352 37.785099;442010975;2
55.791309 37.763081;442230421;3
55.756543 37.378962;442264834;1
55.767311 37.613593;442252989;0
55.698071 37.570168;442064770;0
55.793814 37.460071;442221327;3
55.784091 37.72952;441918284;1
55.695403 37.567123;441820185;4
55.698041 37.582592;442148281;4
55.801703 37.464347;442072969;0
55.723197 37.622747;442320901;4
55.789806 37.480687;441864963;3
55.801136 37.526959;442365419;2
55.722157 37.651556;442010263;1
55.718846 37.597405;442264308;3
55.767291 37.59083;442158432;0
55.794234 37.559766;442005532;4
55.673661 37.552373;441834691;5
55.81042 37.523986;442228935;5
55.754547 37.598178;442061385;0
55.651018 37.651645;442147259;0
55.762242 37.640156;441776282;2
55.617708 37.614554;441843452;1
55.699188 37.619117;442222069;2
55.76331 37.586706;441954232;2
55.752095 37.66512;441888822;1
55.753372 37.652463;442032202;1
55.788237 37.628343;441857961;0
55.762277 37.568165;441871695;2
55.681767 37.516575;441971687;1
55.796046 37.562308;442254946;5
55.836833 37.551959;442218909;3
55.700217 37.529304;441810853;2
55.650764 37.539131;442024744;1
55.740517 37.528963;442192180;2
55.647163 37.669513;442119424;2
55.856851 37.506352;441957158;0
55.75553 37.589859;442144531;3
55.777545 37.698636;442235165;88
55.773905 37.598339;441772897;3
55.721305 37.770978;441992877;4
55.798166 37.452785;442064017;3
55.658743 37.541243;441808733;4
55.789193 37.632772;441934158;1
55.68461 37.341781;442254508;2
55.73256 37.567401;442195302;1
55.799092 37.452157;441954301;0
55.756189 37.61141;441765973;1
55.657499 37.645214;441928011;5
55.73477 37.614841;441974045;4
55.646193 37.508211;442341905;5
55.681767 37.516575;442329654;5
55.787371 37.62713;442082306;5
55.660084 37.520752;442068755;3
55.76562 37.649157;441783302;5
55.798384 37.580589;442009885;3
55.65144 37.538323;442084014;260
55.724728 37.561913;441935785;0
55.771935 37.587847;441845969;0
55.755414 37.738989;442359781;1
55.676712 37.568884;442027833;2
55.808569 37.704691;442229422;4
55.771347 37.591225;441818781;3
55.738495 37.620438;441774276;1
55.809378 37.51565;442129021;3
55.734952 37.578783;441821752;1
55.651338 37.541359;441913321;4
55.809378 37.51565;441817989;3
55.786733 37.626026;442311370;0
55.695758 37.565147;442301997;4
55.739868 37.530301;442044093;219
55.766861 37.731703;442246513;0
55.739123 37.622558;442357329;2
55.747044 37.591234;441771219;5
55.781676 37.715641;441968061;2
55.753372 37.652463;441991324;4
55.674813 37.567617;442280787;2
55.645862 37.508337;442265121;4
55.791754 37.465667;442208649;2
55.733148 37.568578;442243811;5
55.752724 37.652463;442191886;0
55.860282 37.658437;442323399;3
55.677844 37.58597;442136870;1
55.79349 37.460367;441829893;1
55.678549 37.583023;442288727;2
55.812676 37.518003;441799950;4
55.700217 37.529304;442043641;3
55.814108 37.717321;441965114;0
55.789461 37.593273;441941884;2
55.65144 37.538323;441902009;4
55.771591 37.692213;442340353;2
55.795702 37.560134;441929145;0
55.700923 37.542644;442292281;2
55.686848 37.55116;442341269;2
55.684584 37.491296;441872759;5
55.818291 37.708895;442287823;5
55.857473 37.65187;441804353;5
55.801263 37.586212;442001392;3
55.758772 37.648959;442044407;3
55.613346 37.612587;441872781;4
55.829755 37.413304;441985330;1
55.786308 37.695187;442174705;1
55.695403 37.567123;442316952;4
55.800215 37.53879;442155623;1
55.803408 37.461068;441963756;1
55.72126 37.741163;442221454;0
55.810299 37.504079;442084251;90
55.844106 37.571435;442050191;3
55.815989 37.570114;442170621;1
55.75282 37.652948;441952219;0
55.754877 37.611904;442000158;5
55.651018 37.651645;442166621;1
55.707491 37.60045;441901113;96
55.677443 37.569773;442025583;3
55.841402 37.586877;441929881;0
55.698767 37.579196;441864504;2
55.759101 37.598034;442060995;1
55.69764 37.570977;442070070;0
55.781534 37.714483;442361142;3
55.791349 37.590937;442311987;3
55.800949 37.45955;442062219;1
55.85384 37.606837;442251096;5
55.753443 37.636284;442345828;1
55.800433 37.461724;441989279;1
55.772102 37.650675;441924876;4
55.71234 37.589698;442341151;3
55.766147 37.615075;442255443;3
55.754877 37.589437;441986542;62
55.802513 37.460619;441818904;2
55.696514 37.526483;442177426;2
55.785053 37.741863;442059442;0
55.738313 37.622046;442129685;5
55.756624 37.623106;442221997;5
55.844106 37.571435;442071279;3
55.736574 37.644666;442180469;5
55.786455 37.576313;442311732;1
55.658743 37.541243;442215412;2
55.792635 37.462469;441895781;3
55.752151 37.648843;441810863;5
55.807719 37.482933;442030340;1
55.660084 37.520752;442223049;1
55.788722 37.741549;441867718;0
55.840093 37.48437;442023389;0
55.759106 37.548788;442363712;4
55.777545 37.698636;442222768;1
55.85384 37.606837;441965015;1
55.674702 37.561293;442168640;4
55.658205 37.645384;442040603;4
55.763478 37.662066;441972621;3
55.761411 37.672693;442026563;1
55.816303 37.574363;442127785;1
55.677443 37.569773;441774410;5
55.651338 37.541359;442057592;3
55.67793 37.456307;442019375;0
55.647534 37.509999;442267675;0
55.860943 37.486409;441913240;5
55.800215 37.53879;442060201;3
55.80061 37.796184;442295511;2
55.741612 37.577651;442265258;1
55.763579 37.623798;441851652;3
55.740517 37.528963;442220807;4
55.85384 37.606837;442109297;1
55.73586 37.627023;441984126;22
55.778067 37.730473;441917768;2
55.771347 37.591225;441977353;3
55.76213 37.655724;441938917;4
55.79349 37.460367;442326912;0
55.783342 37.602346;442190674;1
55.71625 37.694971;442145326;4
55.77797 37.631631;441992713;1
55.667792 37.442024;442287300;5
55.78403 37.610727;442211978;0
55.695403 37.567123;441998740;4
55.698767 37.579196;442200695;1
55.782106 37.597118;442049782;4
55.765974 37.684596;442040226;3
55.807041 37.660961;442228285;4
55.688969 37.572621;442200781;2
55.754669 37.644809;442107426;4
55.660663 37.521542;441845227;5
55.760864 37.712246;442210212;1
55.840093 37.48437;441773471;4
55.670585 37.587057;442025579;1
55.732611 37.566746;441841220;2
55.662136 37.547046;442103005;5
55.800726 37.554933;442167989;2
55.761411 37.672693;441989312;4
55.801364 37.477085;441886260;4
55.656407 37.553361;441777593;5
55.725022 37.479394;442186900;4
55.76684 37.64348;442222661;0
55.775996 37.505939;442164121;2
55.804 37.555885;442262403;2
55.744992 37.510152;441822856;5
55.891724 37.552579;442169152;0
55.762718 37.679071;442058118;3
55.69449 37.567096;442338170;5
55.804091 37.783437;441869569;2
55.72126 37.741163;442273672;0
55.793308 37.591279;442228085;0
55.701633 37.576798;442292969;5
55.73586 37.627023;442298891;2
55.773565 37.526061;442081350;5
55.82706 37.557601;441789743;5
55.784045 37.584748;442310809;5
55.6942 37.565057;442307330;1
55.696514 37.526483;441930770;4
55.765493 37.652849;441766787;2
55.815539 37.5183;441997690;3
55.616381 37.76371;442182608;0
55.683249 37.487397;441810064;5
55.793763 37.463745;441873725;2
55.675514 37.644648;441840465;0
55.791228 37.46229;442030693;2
55.746056 37.593542;442093356;3
55.839117 37.5486;442157114;4
55.765985 37.651241;441860667;3
55.769854 37.590533;442030847;1
55.727511 37.564931;442171688;4
55.733619 37.661275;442114147;1
55.802148 37.482088;441796646;0
55.712071 37.592321;441800526;100
55.73256 37.567401;441970183;0
